Geneid,control_1,control_2,control_3,treated_1,treated_2,treated_3
Mir3473c,0,0,0,0,0,0
Gstp-ps,0,0,0,0,0,0
Gm26879,0,0,0,0,0,0
Rcor3,8,7,4,15,9,6
Gm37055,0,0,0,0,0,0
Gm10516,0,3,0,0,1,0
Kcnh1,0,0,0,0,0,0
Hhat,0,0,0,0,1,1
Gm22265,0,0,0,0,0,0
Gm38360,0,0,0,0,0,0
A730013G03Rik,0,0,0,0,0,0
1700065J18Rik,0,0,0,0,0,0
Sertad4,0,0,0,0,0,0
Gm15867,0,0,0,0,0,0
Gm2367,0,0,0,0,0,0
Syt14,0,0,0,0,0,0
Gm31406,0,0,0,0,0,0
Gm37103,0,0,0,0,0,0
Utp25,22,28,30,26,36,38
Irf6,0,1,2,0,0,2
A130010J15Rik,17,22,16,14,9,16
Traf3ip3,36,61,45,43,53,48
Gm15872,0,0,0,0,0,0
4930570N18Rik,0,1,0,1,1,1
Lamb3,12,4,10,11,13,15
Hsd11b1,17,13,10,15,17,15
Gm38118,0,0,0,0,0,0
G0s2,0,0,0,0,0,0
Gm37691,10,5,6,7,6,6
Gm37650,0,0,0,0,0,0
Camk1g,0,0,0,0,0,0
Gm37942,0,0,0,0,0,0
Gm38022,0,0,0,0,1,0
Gm38322,0,0,0,0,0,0
Mir205hg,0,0,0,0,0,0
Mir205,0,0,0,0,0,0
Gm21362,0,0,0,0,0,0
4930503O07Rik,0,0,0,0,0,0
Plxna2,0,0,0,0,0,0
Gm37783,0,0,0,0,0,0
Gm37674,0,0,0,0,0,0
Gm38036,0,0,0,0,0,0
2900035J10Rik,0,0,0,0,0,0
Gm19777,0,0,0,0,0,0
Mir3962,0,0,0,0,0,0
Cd34,488,580,474,395,400,419
Gm16897,1,0,0,1,0,0
A330023F24Rik,0,0,0,0,0,0
Gm32250,0,0,0,0,0,0
Gm37334,0,0,0,0,0,0
9630010A21Rik,0,0,0,0,0,0
Gm37027,0,0,0,0,0,0
Cd46,3,1,3,3,3,2
Mir29b-2,0,0,0,0,0,0
Mir29c,0,0,0,0,0,0
Gm37366,0,0,0,0,0,0
Gm37132,1,0,0,0,0,0
Cr1l,67,41,43,38,51,46
Cr2,0,0,0,0,0,0
Gm37887,0,0,0,0,0,0
ENSMUSG00002076810,0,0,0,0,0,0
ENSMUSG00002075165,0,0,0,0,0,0
Gm38046,0,0,0,0,0,0
Gm38194,0,0,0,0,0,0
Gm37392,0,0,0,0,0,0
ENSMUSG00002076739,0,0,0,0,0,0
Fam171a1,0,0,0,0,0,0
Nmt2,22,33,17,28,30,24
Gm22005,0,0,0,0,0,0
Rpp38,7,8,8,6,10,9
Acbd7,0,0,0,0,0,0
Olah,0,0,0,0,0,0
Gm37525,0,0,0,0,0,0
Meig1,0,0,0,0,0,0
Dclre1c,16,24,19,29,33,22
Suv39h2,27,27,31,18,17,27
Gm13184,0,0,1,0,0,0
Hspa14,95,67,60,64,76,94
Gm45902,24,7,15,12,17,15
Cdnf,0,1,2,2,0,1
Gm13186,0,0,0,0,0,0
Gm13182,0,0,0,0,0,0
Fam107b,602,565,636,560,597,615
Gm13183,0,0,0,0,0,0
Gm13181,0,0,0,0,0,0
Gm13185,0,0,0,0,0,0
Gm13180,0,0,0,0,0,0
Gm13191,0,0,0,0,0,0
Frmd4a,33,29,34,32,32,32
Gm2639,0,0,0,0,0,0
Gm13188,0,0,0,0,0,0
Gm10862,0,0,0,0,0,0
Gm38085,0,0,0,0,0,0
1700080N15Rik,0,0,0,0,0,0
Gm13189,0,0,0,0,0,0
Gm37814,0,0,0,0,0,0
Gm37107,0,0,0,0,0,0
Gm38348,0,0,0,0,0,0
Gm13187,0,0,0,0,0,0
Gm36988,0,0,0,0,0,0
Gm23691,0,0,0,0,0,0
Gm13175,0,0,0,0,0,0
Gm13179,0,0,0,0,0,0
Prpf18,67,76,58,67,56,67
Gm13196,0,0,0,0,0,0
Bend7,0,0,0,0,0,0
Gm13176,0,0,0,0,0,0
Sephs1,66,88,74,64,68,82
Phyh,18,27,25,22,18,30
Gm13194,0,0,0,0,0,0
Gm13193,0,0,0,0,0,0
Gm13192,0,0,0,1,0,0
Ucma,0,0,0,0,0,0
Mcm10,104,121,114,89,112,94
Optn,2,4,0,2,1,4
4930551O13Rik,0,0,0,0,0,0
Ccdc3,0,0,0,0,0,0
Gm13198,0,0,0,0,0,0
Gm23118,0,0,0,0,0,0
Gm13197,0,0,0,0,0,0
Camk1d,8,4,4,3,7,5
Gm13216,0,0,0,0,0,0
Cdc123,85,86,93,82,96,80
Nudt5,111,117,105,95,99,124
Gm13199,0,0,0,0,0,0
Sec61a2,18,12,10,14,13,11
Gm13267,0,0,0,0,0,0
Dhtkd1,0,0,1,0,0,0
Upf2,78,81,85,72,79,75
Proser2,0,0,0,0,0,0
Gm13384,0,0,0,0,0,0
Gm10857,0,0,0,0,0,0
Echdc3,0,0,0,1,2,0
A230108P19Rik,0,0,0,0,0,0
Gm13383,0,0,0,0,0,0
1700014B07Rik,0,0,0,0,0,0
Usp6nl,14,21,22,18,28,17
Gm13388,0,0,0,0,0,0
Gm13391,0,0,0,0,0,0
Gm38386,0,0,0,0,0,0
Celf2,435,452,464,401,405,389
Gm13389,0,0,0,0,0,0
Gm10855,0,0,0,0,0,0
Gm37340,0,0,0,0,0,0
Gm10115,0,0,0,0,0,0
Gm24340,0,0,0,0,0,0
Gm28641,0,0,0,0,0,0
Gm13210,0,0,0,0,0,0
Gm13211,0,0,0,0,0,0
Gm13254,0,0,0,0,0,0
Gm13255,0,0,0,0,0,0
Gm13217,0,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0
ENSMUSG00002076673,0,0,0,0,0,0
Gm13221,0,0,0,0,0,0
Gm13219,0,0,0,0,0,0
Gm13220,0,0,0,0,0,0
Dreg1,0,0,0,0,0,0
Gm37866,0,0,0,0,0,0
Gata3,1,0,0,2,0,0
Gm13256,0,0,0,0,0,0
4930412O13Rik,0,0,0,0,0,0
9230102O04Rik,0,1,0,0,0,0
Gm13262,0,0,0,0,0,0
Taf3,34,38,40,32,33,39
C630004M23Rik,0,0,0,0,0,0
Atp5c1,222,240,223,213,246,221
Gm23608,0,0,0,1,0,0
Kin,16,19,16,20,14,21
Itih2,0,0,0,0,0,0
Itih5,13,17,14,21,28,16
Gm13261,0,0,0,0,0,0
Sfmbt2,9,12,10,9,6,4
ENSMUSG00002076942,0,0,0,0,0,0
ENSMUSG00002075140,0,0,0,0,0,0
Mir466m,0,0,0,0,0,0
Mir466f-1,0,0,0,0,0,0
Mir669f,0,0,0,0,0,0
Mir669e,0,0,0,0,0,0
Mir669b,0,0,0,0,0,0
ENSMUSG00002075055,0,0,0,0,0,0
Mir669d,0,0,0,0,0,0
Mir466f-2,0,0,0,0,0,0
Mir669l,0,0,0,0,0,0
Mir669d-2,0,0,0,0,0,0
Mir466f-3,0,0,0,0,0,0
Mir297a-2,0,0,0,0,0,0
Mir466o,0,0,0,0,0,0
ENSMUSG00002075960,0,0,0,0,0,0
Mir467c,0,0,0,0,0,0
Mir466b-1,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0
Mir669k,0,0,0,0,0,0
ENSMUSG00002075143,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0
Mir466b-8,0,0,0,0,0,0
Mir669a-1,0,0,0,0,0,0
Mir669g,0,0,0,0,0,0
ENSMUSG00002076944,0,0,0,0,0,0
Mir669j,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0
Mir466e,0,0,0,0,0,0
Mir669a-4,0,0,0,0,0,0
ENSMUSG00002075541,0,0,0,0,0,0
ENSMUSG00002076617,0,0,0,0,0,0
Mir467b,0,0,0,0,0,0
Mir466c-1,0,0,0,0,0,0
Mir669a-5,0,0,0,0,0,0
ENSMUSG00002076075,0,0,0,0,0,0
ENSMUSG00002076869,0,0,0,0,0,0
Mir467a-3,0,0,0,0,0,0
Mir466c-2,0,0,0,0,0,0
Mir669a-6,0,0,0,0,0,0
ENSMUSG00002075738,0,0,0,0,0,0
ENSMUSG00002075631,0,0,0,0,0,0
ENSMUSG00002076835,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0
Mir466b-4,0,0,0,0,0,0
Mir669a-7,0,0,0,0,0,0
ENSMUSG00002076388,0,0,0,0,0,0
ENSMUSG00002076577,0,0,0,0,0,0
ENSMUSG00002075668,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0
Mir466b-5,0,0,0,0,0,0
Mir669p-1,0,0,0,0,0,0
ENSMUSG00002075878,0,0,0,0,0,0
ENSMUSG00002076296,0,0,0,0,0,0
ENSMUSG00002076887,0,0,0,0,0,0
Mir467a-6,0,0,0,0,0,0
Mir466c-3,0,0,0,0,0,0
Mir669a-8,0,0,0,0,0,0
ENSMUSG00002076422,0,0,0,0,0,0
ENSMUSG00002076686,0,0,0,0,0,0
ENSMUSG00002076510,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0
Mir466b-6,0,0,0,0,0,0
Mir669a-9,0,0,0,0,0,0
ENSMUSG00002076753,0,0,0,0,0,0
ENSMUSG00002076980,0,0,0,0,0,0
ENSMUSG00002076144,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0
Mir466b-7,0,0,0,0,0,0
Mir669p-2,0,0,0,0,0,0
ENSMUSG00002076560,0,0,0,0,0,0
ENSMUSG00002076585,0,0,0,0,0,0
ENSMUSG00002075201,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0
Mir466b-2,0,0,0,0,0,0
Mir669a-10,0,0,0,0,0,0
ENSMUSG00002076172,0,0,0,0,0,0
ENSMUSG00002075159,0,0,0,0,0,0
ENSMUSG00002075272,0,0,0,0,0,0
mmu-mir-467a-2,0,0,0,0,0,0
mmu-mir-466b-1,0,0,0,0,0,0
Mir669a-11,0,0,0,0,0,0
ENSMUSG00002076127,0,0,0,0,0,0
ENSMUSG00002076667,0,0,0,0,0,0
ENSMUSG00002076849,0,0,0,0,0,0
Mir467a-10,0,0,0,0,0,0
Mir466b-3,0,0,0,0,0,0
Mir669a-12,0,0,0,0,0,0
ENSMUSG00002076956,0,0,0,0,0,0
Mir467e,0,0,0,0,0,0
Mir466p,0,0,0,0,0,0
ENSMUSG00002075178,0,0,0,0,0,0
ENSMUSG00002075323,0,0,0,0,0,0
Mir467d,0,0,0,0,0,0
Mir466,0,0,0,0,0,0
ENSMUSG00002076337,0,0,0,0,0,0
Mir297c,0,0,0,0,0,0
Mir669c,0,0,0,0,0,0
ENSMUSG00002076099,0,0,0,0,0,0
ENSMUSG00002076917,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0
ENSMUSG00002075031,0,0,0,0,0,0
ENSMUSG00002076116,0,0,0,0,0,0
ENSMUSG00002076473,0,0,0,0,0,0
Mir297b,0,0,0,0,0,0
Mir466d,0,0,0,0,0,0
mmu-mir-669a-1,0,0,0,0,0,0
Mir669m-1,0,0,0,0,0,0
Mir669m-2,0,0,0,0,0,0
Mir466n,0,0,0,0,0,0
Mir669o,0,0,0,0,0,0
Mir466g,0,0,0,0,0,0
Mir466h,0,0,0,0,0,0
Mir297a-3,0,0,0,0,0,0
Mir466l,0,0,0,0,0,0
Mir297a-4,0,0,0,0,0,0
ENSMUSG00002075177,0,0,0,0,0,0
Mir669i,0,0,0,0,0,0
Mir669h,0,0,0,0,0,0
Gm18547,0,0,0,0,0,0
Gm13265,0,0,0,0,0,0
Gm13263,0,0,0,0,0,0
Gm37343,0,0,0,0,0,0
Gm23877,0,0,0,0,0,0
Gm13264,0,0,0,0,0,0
Gm26478,0,0,0,0,0,0
Gm13297,0,0,0,0,0,0
Gm13294,0,0,0,0,0,0
Prkcq,0,0,0,0,0,0
Gm36932,0,0,0,0,0,0
Gm37520,0,0,0,0,0,0
Gm37766,0,0,0,0,0,0
Gm38171,0,0,0,0,0,0
Gm37851,0,0,0,0,0,0
8030442B05Rik,0,0,0,0,0,0
Gm13293,0,0,0,0,0,0
Gm37730,0,0,0,0,0,0
4933403L11Rik,0,0,0,0,0,0
Gm13291,0,0,0,0,0,0
Gm13292,0,0,1,0,0,1
Gm13296,0,0,0,0,0,0
Pfkfb3,77,68,61,62,68,70
Gm10851,0,0,0,0,0,0
Gm37975,0,0,0,0,0,0
Rbm17,109,85,107,93,77,116
Gm13260,0,0,0,0,0,0
Gm17490,0,0,0,0,0,0
Il2ra,0,0,0,0,0,0
Gm37881,0,0,0,0,0,0
Il15ra,6,4,7,2,2,2
Fbh1,67,73,67,80,65,60
Ankrd16,15,18,28,24,33,33
Gm34768,0,0,0,0,0,0
Gm13310,0,0,0,0,0,0
Itga8,2,3,0,1,3,0
Gm37701,0,0,0,0,0,0
E030013I19Rik,0,0,0,0,0,0
Mindy3,43,44,48,49,37,32
Gm37289,0,0,0,0,0,0
Gm37255,0,0,1,0,0,0
Gm38014,0,0,0,0,0,0
Gm13321,0,0,0,0,0,0
Gm37565,0,0,0,0,0,0
Pter,22,17,23,28,18,18
C1ql3,0,0,0,0,0,0
Gm37824,0,0,1,0,0,0
Gm37811,0,0,0,0,0,0
Gm37356,0,0,0,0,1,0
Gm37742,0,0,0,0,0,0
Rsu1,60,72,67,93,73,84
Gm38156,0,0,0,0,0,0
Gm37780,2,1,2,0,0,2
ENSMUSG00002074956,0,0,0,0,0,0
Gm37160,0,0,0,0,0,0
Gm13270,0,0,1,1,0,1
Cubn,0,0,0,0,0,0
Trdmt1,16,10,9,19,9,17
Vim,403,409,441,349,349,368
St8sia6,0,0,0,0,0,0
Gm37126,0,0,0,0,0,0
Hacd1,25,16,19,12,13,25
D930036K23Rik,0,1,0,0,0,0
Gm37894,0,0,1,0,0,0
Stamos,0,2,0,1,0,0
Stam,40,50,51,62,53,40
Gm37499,1,1,1,1,1,0
Tmem236,0,0,0,0,0,0
Gm13320,0,0,0,0,0,0
Mrc1,0,0,0,0,0,0
Mir511,0,0,0,0,0,0
Gm37697,0,0,0,0,0,0
Slc39a12,0,0,0,0,0,0
Gm13266,0,0,0,0,0,0
Cacnb2,0,0,0,0,0,0
Gm10849,0,0,0,0,0,0
Gm38105,0,0,0,0,0,0
Gm13268,1,0,0,0,1,0
Gm13312,0,0,0,0,0,0
2900092N22Rik,0,0,0,0,0,0
Gm13314,0,0,0,0,0,0
Gm13311,0,0,0,0,0,0
Gm10848,0,0,0,0,0,0
Gm37006,0,0,0,0,0,0
Gm13315,0,0,0,0,0,0
Gm38273,0,0,0,0,0,0
Gm13269,0,0,0,0,0,0
Gm13316,0,0,0,0,0,0
Gm37437,0,0,0,0,0,0
Gm37891,0,0,0,0,0,0
Nsun6,8,6,6,10,9,9
Gm36930,0,0,0,0,0,0
Arl5b,22,21,35,28,41,27
Gm38257,0,0,0,0,0,0
Gm13313,0,0,0,0,0,0
Gm13367,0,0,0,0,0,0
Gm13366,0,0,0,0,0,0
Gm13365,0,0,0,0,0,0
Gm13368,0,0,0,0,0,0
Malrd1,1,0,0,1,0,0
Gm37595,0,0,0,0,0,0
Gm6587,0,0,0,0,0,0
Gm37416,0,0,0,0,1,0
Plxdc2,0,0,0,0,0,0
ENSMUSG00002076934,0,0,0,0,0,0
Gm13326,0,0,0,0,0,0
Gm13325,0,0,0,0,0,0
Gm13322,0,0,0,0,0,0
Nebl,10,10,4,3,4,1
Gm13324,0,0,0,0,0,0
Mir6419,0,0,0,0,0,0
Gm13323,0,0,0,0,0,0
H2al2a,0,0,0,0,0,0
Gm13329,0,0,0,0,0,0
A930004D18Rik,0,2,0,0,1,3
Gm13330,0,0,0,0,0,0
Skida1,6,4,5,3,5,1
1810059C17Rik,0,0,0,0,0,0
Mllt10,95,85,87,89,93,86
Mir7655,0,0,0,0,0,0
ENSMUSG00002076904,0,0,0,0,0,0
Gm25147,0,0,0,0,0,0
Gm13351,0,0,0,0,0,0
Dnajc1,36,47,43,44,41,47
Gm13350,0,0,0,0,0,0
Gm13349,0,0,0,0,0,0
Gm13353,0,0,0,0,0,0
Gm13355,0,0,0,0,0,0
Gm13352,0,0,0,0,0,0
Commd3,80,51,79,64,48,69
Bmi1,102,80,88,59,88,74
Spag6,0,0,0,0,0,0
Gm3363,0,0,0,0,0,0
Gm13333,0,0,0,0,0,0
Carlr,0,0,0,0,0,0
Pip4k2a,47,46,36,40,50,42
4930426L09Rik,0,0,1,0,1,0
Gm13332,0,0,0,0,0,0
Armc3,0,1,0,0,0,0
4930447M23Rik,0,0,0,0,0,0
Msrb2,5,6,6,9,3,11
Gm33940,0,0,0,0,0,0
Gm13344,0,0,0,0,0,0
Ptf1aos,0,0,0,0,0,0
Ptf1a,0,0,0,0,0,0
1810010K12Rik,0,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0
Gm13345,0,0,0,0,0,0
Gm13348,0,0,0,0,0,0
Gm13343,0,0,0,0,0,0
Otud1,7,6,5,3,3,4
Gm13346,0,0,0,0,0,0
Gm13347,0,0,0,0,0,0
Gm24670,0,0,0,0,0,0
ENSMUSG00002075867,0,0,0,0,0,0
Etl4,12,13,16,7,7,11
ENSMUSG00002076568,0,0,0,0,0,0
Gm13361,0,0,0,0,0,0
Gm13363,1,0,0,0,0,0
Gm13360,0,0,0,0,0,0
Gm13328,0,0,0,1,0,0
Gm23970,0,0,0,0,0,0
Gm17171,0,0,0,0,0,0
Gm13335,0,0,0,0,0,0
ENSMUSG00002076489,0,0,0,0,0,0
Gm13362,0,0,0,0,0,0
Arhgap21,81,83,82,59,84,88
Gm13380,0,0,0,0,0,0
Gm13375,0,0,0,0,0,0
Gm13377,0,0,0,0,0,0
Gm13376,0,0,0,0,0,0
Enkur,0,0,0,0,0,0
Thnsl1,4,9,7,7,5,5
Gm13378,0,0,1,0,0,0
Gm13327,0,0,0,0,0,0
Gpr158,0,0,0,0,0,0
Gm13379,0,0,0,0,0,0
Gm24886,0,0,0,0,0,0
Gm13337,0,0,0,0,0,1
Myo3a,0,0,0,0,0,0
Gm13342,0,0,1,0,0,0
Gm13341,0,1,0,1,0,0
Gm13340,9,1,5,3,5,6
Gm13339,0,0,0,0,0,0
Gad2,0,0,0,0,0,0
Mir3967,0,0,0,0,0,0
ENSMUSG00002076064,0,0,0,0,0,0
Gm13338,0,0,0,0,0,0
1700092C17Rik,0,0,0,0,0,0
Gm13356,0,0,0,0,0,0
Apbb1ip,131,130,151,133,135,138
A130006I12Rik,0,0,0,0,0,0
Pdss1,8,18,14,15,13,13
ENSMUSG00002076724,0,0,0,0,0,0
Gm14441,0,0,0,0,0,0
Abi1,129,127,125,122,120,127
Gm13357,0,0,0,0,0,0
Acbd5,49,45,37,49,29,45
Mastl,28,30,34,29,22,30
Yme1l1,243,279,240,237,217,219
Gm13423,0,0,0,0,1,1
Potegl,0,0,0,0,0,0
Gm13422,0,0,0,0,0,0
Nxph2,0,0,0,0,0,0
Gm38309,0,0,0,0,0,0
Spopl,22,28,26,30,30,28
Gm13331,2,0,0,0,1,0
Sh3d2c-ps1,0,0,0,0,0,0
Gm13392,0,0,0,0,0,0
Hnmt,0,0,0,0,0,0
Tbpl2,0,0,0,0,0,0
Il36b,0,0,0,0,0,0
Gm13410,0,0,0,0,1,0
Il36g,2,1,0,0,0,0
Il36a,0,0,0,0,0,0
Gm37703,0,0,0,0,0,0
Gm13409,0,0,0,0,0,0
Il36rn,0,0,0,0,0,0
Il1f10,0,0,0,0,0,0
Gm13411,0,0,0,0,0,0
Il1rn,1,5,2,4,2,1
Psd4,109,116,104,133,119,147
Pax8,1,2,2,1,0,2
Gm13415,0,0,0,2,0,0
Gm27193,0,0,0,0,0,0
Gm13418,0,0,0,0,0,0
Gm13417,0,0,0,0,0,0
Gm38383,0,0,0,0,0,0
Gm13416,0,0,0,0,0,0
Cacna1b,0,0,0,0,0,0
Gm13459,0,0,0,0,0,0
Ehmt1,66,48,60,69,67,57
Gm38147,0,0,0,1,0,0
Gm37139,0,0,1,0,0,0
Arrdc1,18,13,14,12,13,18
ENSMUSG00002075034,0,0,0,0,0,0
Zmynd19,41,51,60,44,44,46
Dph7,22,14,12,12,11,16
Mrpl41,22,16,14,24,14,22
Pnpla7,37,37,29,31,43,42
Gm13370,0,0,1,0,0,0
Gm13369,0,0,1,1,0,0
Gm25518,0,0,0,0,0,0
Gm24875,0,0,0,0,0,0
Nsmf,5,16,11,8,6,7
ENSMUSG00002075528,0,0,0,0,0,0
Mir7664,0,0,0,0,0,0
Entpd8,0,0,0,0,0,0
Noxa1,0,0,0,0,0,0
Gm53031,0,0,0,0,0,0
Gm13387,0,0,0,0,0,0
Nrarp,0,1,3,5,1,6
Gm38287,0,0,0,0,0,0
Tor4a,47,58,50,52,49,51
Nelfb,38,29,28,51,46,59
Gm22572,0,0,0,0,0,0
Stpg3,0,0,1,0,0,0
Fam166a,0,0,0,0,0,0
Tubb4b,228,231,235,194,213,228
Slc34a3,0,0,0,0,0,0
Rnf224,0,0,0,0,0,0
Cysrt1,0,0,0,0,0,0
Rnf208,1,0,0,0,0,0
Ndor1,24,29,36,32,44,36
Tmem203,1,5,0,4,1,5
Tprn,17,9,10,7,9,9
Ssna1,29,15,24,22,26,28
Anapc2,37,48,40,50,43,47
Tmem210,0,0,0,0,0,0
Lrrc26,0,0,0,0,0,0
Grin1,0,0,0,0,1,0
Grin1os,0,0,0,0,0,0
Man1b1,43,59,61,54,67,46
Dpp7,7,3,7,15,10,4
Uap1l1,35,27,29,39,26,29
Sapcd2,11,8,4,7,3,7
Entpd2,0,0,0,0,0,0
Npdc1,0,0,0,0,0,0
Fut7,7,7,6,9,7,4
Abca2,74,95,80,113,102,101
Mir3087,0,0,0,0,0,0
Paxx,6,12,3,17,4,3
Clic3,0,0,0,0,0,0
Ptgds,0,0,0,0,0,0
Lcn12,0,0,0,0,0,0
C8g,0,0,0,1,0,0
Fbxw5,15,18,15,16,15,18
Traf2,31,14,17,14,17,24
Gm13433,0,0,0,0,0,0
Gm13432,0,0,0,0,0,1
Edf1,41,40,25,30,26,22
Mamdc4,0,1,3,6,0,1
Phpt1,1,4,0,4,2,1
Ajm1,1,2,0,0,0,3
Rabl6,50,80,51,58,55,64
Fcnaos,0,0,0,0,0,0
Ccdc183,0,0,0,0,0,0
Tmem141,1,7,3,3,6,3
Fcna,0,0,0,1,0,0
Lcn15,0,0,0,0,0,0
Lcn8,0,0,0,0,0,0
Lcn5,0,0,0,0,0,0
Lcn6,0,0,0,0,0,0
Lcn10,0,0,0,0,0,0
Obp2a,0,0,0,0,0,0
A230005M16Rik,0,0,0,0,0,0
Bmyc,0,1,0,0,0,0
Obp2b,0,0,0,0,0,0
Lcn3,0,0,0,0,0,0
Lcn11,0,0,0,0,0,0
Gm13539,0,0,0,0,0,0
Gm13538,0,0,0,0,0,0
Glt6d1,0,0,0,0,0,0
Lcn9,0,0,0,0,0,0
Sohlh1,0,0,0,0,0,0
Kcnt1,0,0,0,0,0,0
Camsap1,32,31,26,27,44,32
Gm13542,0,0,0,0,0,0
Ubac1,25,21,19,17,19,27
Nacc2,2,2,3,1,2,3
Gm13554,0,0,0,0,0,0
Tmem250-ps,20,9,7,11,13,17
1810012K08Rik,0,0,0,0,0,0
Gm13553,0,0,0,0,0,0
Lhx3,0,0,0,0,0,0
Gm27196,0,0,0,0,0,0
Qsox2,27,31,22,32,21,30
Ccdc187,0,0,0,0,0,0
Gpsm1,11,24,12,14,20,16
Dnlz,9,4,3,10,10,9
Card9,78,72,54,81,84,70
Gm13562,0,0,0,1,0,0
Snapc4,22,32,20,28,30,21
Gm13563,0,1,2,0,2,0
Entr1,41,41,51,39,49,68
Pmpca,123,120,134,121,99,124
Inpp5e,16,14,17,16,11,16
Sec16a,104,84,108,95,107,111
0610009E02Rik,0,0,0,0,1,0
Gm13568,0,0,0,0,0,0
Notch1,28,36,29,42,33,42
Mir6996,0,0,0,0,0,0
Gm13358,0,0,0,0,0,0
Egfl7,1,3,0,0,1,1
Gm20532,0,0,0,0,0,0
Mir126a,0,0,0,0,0,0
Mir126b,0,0,0,0,0,0
Agpat2,7,12,19,14,18,20
Dipk1b,0,0,0,2,1,0
Snora43,0,0,1,0,0,1
Snora17,1,2,3,0,3,4
Snhg7os,0,0,0,0,0,0
Lcn4,0,0,0,0,0,0
Gm13359,0,0,0,0,0,0
Abo,0,0,0,0,0,0
Surf6,33,32,26,26,27,35
Med22,45,52,49,34,40,44
Rpl7a,561,572,511,538,507,608
Gm23969,0,1,0,0,1,0
Gm22879,0,0,0,0,0,0
Gm24134,0,0,0,0,0,0
Surf1,15,19,14,16,15,22
Surf2,20,11,19,14,22,21
Surf4,227,247,182,240,216,213
Stkld1,2,0,1,1,1,1
Rexo4,34,42,36,35,34,55
Adamts13,0,0,0,0,0,0
Cacfd1,10,15,10,12,11,13
Slc2a6,13,15,5,7,8,11
Gm13397,0,0,0,0,0,0
Gm13398,0,0,0,0,0,0
Mymk,0,0,0,0,0,0
Adamtsl2,0,0,0,0,0,0
Fam163b,0,0,0,0,0,0
Dbhos,0,0,0,0,0,0
Dbh,0,0,0,0,0,0
Sardh,1,0,0,0,0,0
Sardhos,0,0,0,0,0,0
Vav2,10,23,21,18,9,17
AA645442,0,0,0,0,0,0
ENSMUSG00002075812,0,0,0,0,0,0
Brd3os,0,0,0,0,1,0
Brd3,77,86,76,72,75,82
Mir7578,0,0,0,0,0,0
Wdr5,111,110,127,130,109,124
Gm25541,0,0,0,0,0,0
Gm13421,1,1,1,1,2,2
Rxra,6,9,5,8,8,5
2810430I11Rik,0,0,0,0,0,0
Col5a1,1,1,0,2,0,0
Gm13372,0,0,0,0,0,0
Fcnb,2,1,0,3,0,5
Gm13371,0,0,0,0,0,0
F730016J06Rik,0,0,0,0,0,0
Olfm1,3,1,1,4,1,3
Gm13373,0,0,0,0,1,0
Ppp1r26,0,0,0,1,0,0
1700007K13Rik,0,0,0,0,0,0
Mrps2,45,54,66,36,61,41
Rpsa-ps9,0,1,2,1,1,0
Gbgt1,0,0,0,0,0,0
Gm10134,0,0,0,0,0,0
Ralgds,8,11,13,13,6,6
Cel,0,0,0,0,0,0
Gm13381,0,0,0,0,0,0
Gtf3c5,31,26,25,22,16,25
Gm22675,0,0,0,0,0,0
ENSMUSG00002075803,0,0,0,0,0,0
Gfi1b,6,7,5,1,1,5
Tsc1,41,28,38,36,35,43
Spaca9,3,5,0,2,0,2
Ak8,0,1,0,1,0,0
Mir3088,0,0,0,0,0,0
Gm13385,0,0,0,0,0,0
Gm13386,0,0,0,0,0,0
Gtf3c4,74,69,55,78,65,74
Ddx31,23,17,30,30,20,25
Barhl1,0,0,0,0,0,0
Cfap77,0,0,0,0,0,0
Gm13394,0,0,0,0,0,0
Ttf1,32,42,40,30,37,38
Gm13393,0,0,0,0,0,0
Gm13396,0,0,0,0,0,0
Setx,214,216,231,253,225,217
Ntng2,3,7,3,7,8,5
6530402F18Rik,25,25,23,33,26,25
Med27,10,15,6,9,5,11
Gm13402,0,0,0,0,0,0
Mir133c,0,0,0,0,0,0
Gm13401,0,0,0,0,0,0
Rapgef1,82,87,82,78,72,78
Gm9823,0,0,0,0,0,0
Gm13420,0,0,0,0,0,0
Gm13547,0,0,0,0,0,0
Trub2,31,38,14,29,29,32
Coq4,6,8,6,9,6,9
Slc27a4,10,16,16,18,14,18
Urm1,23,33,20,16,15,14
Mir219a-2,0,0,0,0,0,0
Mir219b,0,0,0,0,0,0
2600006K01Rik,0,0,0,0,0,0
Cercam,7,11,8,11,12,10
Odf2,91,96,81,76,93,83
Gle1,39,76,47,45,55,53
Sptan1,175,191,256,213,175,211
Mir6997,0,0,0,0,0,0
Dync2i2,6,10,13,8,7,6
Set,861,849,851,810,759,743
Pkn3,4,7,5,5,7,4
Zdhhc12,10,9,7,4,6,10
Zer1,17,16,5,18,20,15
Tbc1d13,48,65,51,55,53,44
